Account Name,Legal Name,UEI,DUNS,CAGE,Company Exists,Active,Company Website,Employees,Street Address,City,State,Zip Code,Country,Legislative District,Industry,Annual Revenue Range,Incorporation Date,Incorporation Year,Incorporation State,Incorporation Country,Incorporation Type,Description
"Prompt Diagnostics, Inc.",Prompt Diagnostics Inc.,L28FVGJ715D7,105269595,8TGK1,True,True,https://prompt-dx.com/,6,"2401 W Belvedere AVE, Schapiro Building Room 313",Baltimore,Maryland,21215,United States,MD-07,Healthcare,,"Jul 29, 2020",2020,Delaware,United States,Corporation,"Operator of a healthcare company intended to provide laboratory services. The company's platform provides PCR results in under 20 minutes to guide treatment, connectivity for direct integration with medical records in the hospital, fully automated sample processing in a compact cartridge and fewer components and at a fraction of the cost compared to competing devices and disposables, enabling clients to offer affordable testing so patients can receive timely and targeted care from rural hospitals to urban safety-net clinics to community health workers in developing countries."
"EyeQuilibrium, Inc.",Eyequilibrium Inc.,,,,True,True,,,,Baltimore,Maryland,,United States,,Business Products and Services (B2B),,,,,,Corporation,The company is currently operating in Stealth Mode.
MedSetGo,Medsetgo Inc.,,,,True,True,www.medsetgo.com,11,33882 Rowland Drive,Fremont,California,,United States,,Information Technology,,,2022,,,Corporation,"Developer of a healthcare merchandising platform designed to revolutionize home health. The company's platform ensures reliability, affordability and convenience that upgrade the healthcare ecosystem through innovation and technology that allows custom-made healthcare services for every patient, enabling users to access affordable healthcare services at their doorstep."
StetPulse,"Stetpulse, LLC",,,,True,True,stetpulse.webflow.io,,,Baltimore,Maryland,,United States,,Healthcare,,,2022,,,Limited Liability Company (LLC),"The company primarily operates in the Healthcare Devices and Supplies industry. StetPulse was founded in 2022 and is headquartered in Baltimore, MD."
Hope Diagnostics LLC,"Hope Diagnostics, LLC",DBCBUL4KFH47,,93NH4,True,True,,,1812 Ashland AVE STE 100,Baltimore,Maryland,21205,United States,MD-07,,,"Jun 14, 2021",2021,Maryland,United States,Limited Liability Company (LLC),
CICS Analytics,Cics Analytics Corp.,GF13EZXALLX3,,,True,True,,,3501 Saint Paul ST STE 702,Baltimore,Maryland,21218,United States,MD-07,,,"Nov 4, 2024",2024,Delaware,United States,,
DioTex Diagnostics,"Diotex Diagnostics, LLC",,,,True,True,diotexdiagnostics.com,3,,Baltimore,Maryland,,United States,,Healthcare,,,2020,,,Limited Liability Company (LLC),Developer of internal hemorrhage diagnostic tools designed to improve accessibility and accuracy in diagnosis. The device aims to lower the training barrier for identifying internal hemorrhaging caused by traumatic events and provides diagnostic results that are easy to read and interpret.
LifeGene-Biomarks,Lifegene Biomarks Inc.,GGR9ABCTBGG5,968756119,7RTK5,True,True,www.lifegenedna.com,,1612 AVE Ponce De Leon,San Juan,Puerto Rico,909,United States,PR-98,Healthcare,,"Oct 5, 2009",2009,Puerto Rico,United States,Corporation,"Operator of an in-vitro diagnostic platform intended for the prevention of cervical cancer. The company offers qPCR and NGS-based HPV-Trans Renal DNA assays that quantify high-risk HPV and detects cervical cancer, enabling patients to get prevention against cervical cancer at a low cost."
MiraHeart,,,,,True,True,,,,Houston,Texas,,United States,,Healthcare,,,,,,,"Developer of a home-monitoring device intended to prevent pediatric heart failure progression. The company uses noninvasive monitoring technology to assess central venous pressure, or CVP, in children with heart defects that put them at risk of developing congestive heart failure, enabling children to allow adjustments of medication and treatments and reducing visits to the doctor or clinic."
Nanocrine,Nanocrine Inc.,QH88DLKTLQM6,117497549,8KNM5,True,True,www.nanocrine.com,3,4359 Metropolitan CT # 260,Frederick,Maryland,21704,United States,MD-06,Healthcare,,"Oct 29, 2018",2020,Delaware,United States,Corporation,"Developer of a real-time detection platform designed to quantify extracellular signaling molecules as they are released from living cells. The company offers functionalized nanostructures arrayed on glass chips that enable real-time detection of secreted proteins using conventional microscopes, enabling pharmaceutical developers and medical researchers to advance drug discovery and biomedical studies with unprecedented precision."
Somnair (FKA SomnOSA),Somnair Inc.,CPVVSA2KY5U3,,,True,True,https://www.somnairsleep.com/,4,307 Washington AVE,Towson,Maryland,21204,United States,MD-02,Healthcare,,"Jul 3, 2024",2022,Delaware,United States,Corporation,"Developer of neurostimulation therapy intended to treat sleep apnea at the root cause. The company's non-invasive neurostimulation therapy opens the airway using a therapy delivery system, enabling patients to sleep peacefully."
"MelaTech, LLC","Melatech, LLC",UFHYM6EJN7L3,081262454,8BVY8,True,True,https://https//WWW.MELATECH.SPACE,5,"615 N Wolfe ST, STE E5132",Baltimore,Maryland,21205,United States,MD-07,Healthcare,,"Apr 17, 2017",2017,Maryland,United States,Limited Liability Company (LLC),"Developer of melanin-based biomaterials intended to improve human life. The company specializes in large-scale production and development of melanin biomaterials designed for radiation shielding thermal, and energy storage applications, providing clients with protection from harness radiation and helping to become a space fairing civilization."
MagGenix,Maggenix Inc.,,,,True,True,maggenix.bio,7,3209 North Charles Street,Baltimore,Maryland,,United States,,Healthcare,,,2021,,,Corporation,"Developer of magneto genetic platform designed for magneto genetic cell therapy The Company's platform enables the electromagnetic activation of engineered cells within clinical, industrial, and research settings."
Quest 2 Learn,"Quest2Learn, LLC",,,,True,True,www.q2l.app,6,,Baltimore,Maryland,,United States,,Information Technology,,,2023,,,Limited Liability Company (LLC),"Developer of an augmented reality platform designed to allow teachers to transform any environment into a laboratory for learning science. The company's platform projects laboratory objects and activities onto surfaces via users' smartphone cameras, allowing them to learn and practice correct lab techniques and complete virtual assignments through interactive, realistic simulations."
Tastee Tape,Tastee Tape Inc.,G3GNQMXESNU3,,114L3,True,True,www.tasteetape.com,2,14560 Kittridge ST,Los Angeles,California,91401,United States,CA-29,Materials and Resources,,"May 28, 2024",2021,Delaware,United States,Corporation,"Manufacturer of an edible, biodegradable packaging film intended to replace flexible plastics. The company offers an editable tape that is activated when it comes to contact with water, enabling customers to keep their meals mess-free."
AI CPT,"Ca Enterprise, LLC",L6BPGL7NKNM7,,,True,True,,,2220 Lakewood Street,Suitland,Maryland,20746,United States,MD-04,,,"Oct 5, 2021",2021,Maryland,United States,Limited Liability Company (LLC),
Celcy (formerly SueChef),Counter Intuitive Cooking Inc.,,,,True,True,www.celcy.com,,1700 South Road,Baltimore,Maryland,,United States,,Consumer Products and Services (B2C),,,2018,,,Corporation,"Manufacturer of a home kitchen appliance intended to automate the food ecosystem and take the user out of the meal preparation equation. The company's platform provides a combination of an oven and a freezer that can store multiple meals to cook on-demand whenever asked through an artificial intelligence (AI) assistant, enabling individuals who are busy all day to get the required meal ready right when they walk into the door."
Patterson Aerospace Systems,Paterson Aerospace Systems Limited,,,,True,True,www.patersonaerospace.com,4,,Wilmington,Delaware,,United States,,Business Products and Services (B2B),,,2019,,,,"Developer of space exploration technology designed to build a future where space exploration is sustainable. The company offers research and development technologies that address challenges in space travel, potentially aiming for a sustainable human presence beyond Earth, enabling companies to progress in spacecraft propulsion, resource utilization in space, or life support systems for space habitats."
AxNano,"Axnano, LLC",NMDVSFDSVCB4,969638274,6NXP3,True,True,https://www.axnano.com/,,"2901 E Gate City BLVD, STE 2200",Greensboro,North Carolina,27401,United States,NC-06,,,"Aug 16, 2011",2011,Delaware,United States,Limited Liability Company (LLC),
Cell Mind,,,,,True,True,cellmind.bio,,,Baltimore,Maryland,,United States,,Healthcare,,,2023,,,,"Developer of AI technology for cell therapy. Cell Mind offers biotech solutions that use deep learning algorithms to streamline CAR-T therapy processes, improve patient outcomes, and reduce resource waste and treatment costs."
DiscOva,"Discova, LLC",QC29MV97YEG3,,,True,True,https://discova-health.com/,4,313 Winterthur LN,Newark,Delaware,19711,United States,DE-00,Healthcare,,"Jan 23, 2024",2013,Delaware,United States,Limited Liability Company (LLC),"Operator of a digital health platform designed to transform menstrual health diagnostics. The company's system offers to simplify the collection, analysis and interpretation of menstrual samples, enabling individuals with gynecological issues to gain insights and receive proper care."
"RecurX Bio, Inc.",Recurx Bio Inc.,,,,True,False,www.recurxbio.com,,,Baltimore,Maryland,,United States,,Healthcare,,,2020,,,Corporation,"Developer of a microfluidic device designed for cancer patients. The company's equipment provides personalized drug selection before treatment begins, enabling oncologists and pharma and biotech clients with critical insight into the effectiveness of the standard of care for a particular patient."
Kappa Technologies,Kappa Technologies Inc.,QNEHVLTQGQ37,,9DVA7,True,False,https://kappatech.ai/,,917 Lora LN,Blacksburg,Virginia,24060,United States,VA-09,Information Technology,,"May 11, 2022",2022,Delaware,United States,Corporation,"Developer of a fully autonomous and multi-functional robot designed to improve the reliability of the electric grid and safeguard critical energy infrastructure. The company's robot provides a low-cost and compact autonomous solution to protect, inspect, and monitor power lines and addresses various concerns such as aging infrastructure, failing hardware, strained networks, fatigue damage, vegetation encroachment, and electrical faults."
Fetal Therapy Technologies,"Fetal Therapy Technologies, LLC",PKFAVKTBQMN9,,0QE35,True,True,https://vettasolutions.com/,,7207 Verbena RD,Baltimore,Maryland,21209,United States,MD-02,,,"May 8, 2024",2024,Maryland,United States,Limited Liability Company (LLC),
Semaphor (FKA Owlsted),Semaphor Surgical Inc.,TG8XMJEG1N39,,,True,True,semaphor-analytics.com,,1822 Notre Dame Avenue,Lutherville Timonium,Maryland,21093,United States,MD-02,Information Technology,,"Jun 10, 2024",2024,Delaware,United States,Corporation,"Developer of data analytics software designed to explore product data and generate insights. The company's platform has interactive dashboards from styles, fonts, and colors, to responsive layout, creates multiple dashboard lenses while maintaining the same underlying data permissions, enabling clients to tailor their dashboards on their own with instant access to the latest information without ever needing to switch between applications."
Xeddy,Xeddy Inc.,,,,True,True,xeddy.app,4,5520 Research Park Drive,Baltimore,Maryland,,United States,,Consumer Products and Services (B2C),,,2021,,,Corporation,"Operator of an online food ordering platform designed to create a win-win ecosystem for students and local eateries. The company's platform connects students with nearby local restaurants and allows students to order food ahead for pickup or delivery, enabling students and users to get the convenience of ordering food ahead, saving time, and ensuring faster service."
Biolinco,"Biolinco, LLC",,,,True,True,www.biolinco.com,,5000 Thayer Center,Oakland,Maryland,,United States,,Healthcare,,,2023,,,Limited Liability Company (LLC),"Developer a biopharmaceutical therapies platform designed to reduce the cost of biomanufacturing by increasing drug yields. The company's platform strives to offer end-to-end CLD services with proprietary, state-of-the-art technology proven to find the best cell line for a given biomanufacturing process."
Effective to Great Education,"Effective To Great Education, LLC",QZSYFMDLA7P7,,81B84,True,True,www.effectivetogreat.com,2,5106 Jay ST NE,Washington,District Of Columbia,20019,,,Business Products and Services (B2B),,"Sep 18, 2017",2017,District Of Columbia,United States,Limited Liability Company (LLC),"Developer of a generative AI co-creation platform intended to empower educators to integrate mental health and well-being into everyday classroom learning.
The company's platform focus on developing tools to deliver consistent culturally responsive, and trauma-informed mental health and school community well-being education, practice, and support of whole child development in schools, enabling clients to avail of social emotional learning technology for underserved school communities."
Illustra Health,Illustra Health Inc.,,,,True,True,www.illustra.health,,7231 Parkway Drive,Baltimore,Maryland,,United States,,Healthcare,,,2024,,,Corporation,"Provider of healthcare technology solutions intended to empower healthcare organizations to identify patient needs, prioritize interventions, and measure progress to better outcomes and enhanced operational efficiency. The company's technology suite delivers predictive analytics, precise patient segmentation, and improvement opportunities guiding you to areas of greatest impact."
SmarTIVA,Smarttiva Inc.,,,,True,True,www.smarttiva.com,6,12712 Turkey Branch Parkway,Rockville,Maryland,,United States,,Healthcare,,,2023,,,Corporation,"Operator of an intravenous anesthesia medical devices company intended to focus on intra-operative and post-operative scenarios for patient care. The company specializes in stand-alone devices, intravenous anesthesia systems, prompts, alarms to guide anesthesia patient monitors, and pk/pd models, thereby helping the patient with closed-loop intravenous anesthesia systems from the risk associated with nausea and vomiting."
MD AirSupport,,,,,True,True,mdairsupport.com,6,,Baltimore,Maryland,,United States,,Healthcare,,,2020,,,,"Developer of mobile, wearable, live streaming medical consultation system. MD AirSupport serves healthcare settings, providing on-demand medical consultations. The founders have expertise in clinical and technological fields. Contact the company via email."
SAVIOR,"Savior Marketing, LLC",,,,True,True,savior.im,29,2578 Broadway,New York,New York,,United States,,Business Products and Services (B2B),,,2017,,,Limited Liability Company (LLC),"Provider of web design and digital marketing services. The company integrated apps, website tools, e-commerce web development and maintenance, 
landing page development and other related services to small and enterprise businesses."
Shadowgen,Shadowgen Inc.,WL8CY7F1QLA6,,0VQ46,True,True,https://www.shadowgen.io/,,2409 Lockwood DR,Lakeside,Arizona,85929,United States,AZ-02,,,"Jun 24, 2024",2024,Delaware,United States,Corporation,
"Sunkara Wellness Technologies, Inc.",Sunkara Wellness Technologies Inc.,M3R3QFNJJ7E8,,,True,True,,,2809 Boston ST APT 232,Baltimore,Maryland,21224,United States,MD-07,,,"May 23, 2023",2023,Delaware,United States,Corporation,
