Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
"PANCOPIA, INC.","PANCOPIA, INC.",06/29/2020,03/28/2021,"$199,982.00",Phase I,SBIR,DEFOA0002146,https://legacy.www.sbir.gov/sbirsearch/detail/1835505
"PANCOPIA, INC.","PANCOPIA, INC.",08/14/2019,08/13/2021,"$754,930.00",Phase II,SBIR,SBIR_18_P2,https://legacy.www.sbir.gov/sbirsearch/detail/1670329
"PANCOPIA, INC.","PANCOPIA, INC.",09/01/2018,04/30/2019,"$100,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1548811
"PANCOPIA, INC.","PANCOPIA, INC.",07/27/2018,02/15/2019,"$123,045.00",Phase I,SBIR,SBIR_18_P1,https://legacy.www.sbir.gov/sbirsearch/detail/1559807
"PANCOPIA, INC.","PANCOPIA, INC.",05/03/2016,05/02/2018,"$749,688.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1155657
PATHOVAX LLC,PATHOVAX LLC,05/06/2020,04/30/2022,"$671,538.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1705825
PATHOVAX LLC,PATHOVAX LLC,04/01/2019,03/31/2021,"$1,747,354.00",Phase II,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1686253
PATHOVAX LLC,PATHOVAX LLC,03/05/2019,09/30/2020,"$300,000.00",Phase I,SBIR,PAR18-801,https://legacy.www.sbir.gov/sbirsearch/detail/1689887
PATHOVAX LLC,PATHOVAX LLC,01/01/2018,12/31/2018,"$225,000.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1499557
PATHOVAX LLC,PATHOVAX LLC,12/20/2017,11/30/2019,"$299,068.00",Phase I,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1564519
PATHOVAX LLC,PATHOVAX LLC,09/21/2017,08/31/2018,"$300,000.00",Phase I,STTR,PA16-303,https://legacy.www.sbir.gov/sbirsearch/detail/1321339
"Revolve Biotechnologies, Inc.","Revolve Biotechnologies, Inc.",08/01/2015,07/31/2016,"$448,212.00",Phase I,SBIR,PA14-197,https://legacy.www.sbir.gov/sbirsearch/detail/1045171
SCANOGEN INC.,SCANOGEN INC.,08/17/2023,07/31/2026,"$999,966.00",Phase II,SBIR,PA22-176,https://legacy.www.sbir.gov/sbirsearch/detail/2511629
SCANOGEN INC.,SCANOGEN INC.,06/09/2023,05/31/2026,"$999,995.00",Phase II,SBIR,PA21-259,https://legacy.www.sbir.gov/sbirsearch/detail/2512775
SCANOGEN INC.,SCANOGEN INC.,05/01/2022,04/30/2023,"$298,601.00",Phase I,SBIR,PA21-259,https://legacy.www.sbir.gov/sbirsearch/detail/2338935
SCANOGEN INC.,SCANOGEN INC.,02/07/2020,01/31/2023,"$2,982,842.00",Phase II,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1909989
SCANOGEN INC.,SCANOGEN INC.,02/13/2017,01/31/2021,"$2,996,389.00",Phase II,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1248645
SCANOGEN INC.,SCANOGEN INC.,05/15/2017,04/30/2020,"$599,334.00",Phase I,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1305129
SCANOGEN INC.,SCANOGEN INC.,06/01/2016,04/30/2018,"$224,996.00",Phase I,SBIR,PA15-269,https://legacy.www.sbir.gov/sbirsearch/detail/1163085
SCANOGEN INC.,SCANOGEN INC.,01/01/2016,02/10/2017,"$1,223,273.00",Phase I,SBIR,PA14-071,https://legacy.www.sbir.gov/sbirsearch/detail/1163327
SCANOGEN INC.,SCANOGEN INC.,07/01/2015,06/30/2016,"$289,322.00",Phase I,SBIR,PA14-071,https://legacy.www.sbir.gov/sbirsearch/detail/1031117
SCANOGEN INC.,SCANOGEN INC.,05/15/2014,04/30/2016,"$599,760.00",Phase I,SBIR,PA10-123,https://legacy.www.sbir.gov/sbirsearch/detail/1029363
SeeHear LLC,SeeHear LLC,09/01/2019,08/31/2021,"$1,000,757.00",Phase II,SBIR,PA18-573,https://legacy.www.sbir.gov/sbirsearch/detail/1685799
SeeHear LLC,SeeHear LLC,06/01/2017,11/30/2018,"$148,746.00",Phase I,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1305299
SeeHear LLC,SeeHear LLC,09/01/2017,08/31/2019,"$147,919.00",Phase I,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1322891
Xopolis LLC,Xopolis LLC,02/01/2019,01/31/2020,"$214,218.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1585263
MICROSPHERE MATERIAL SOLUTIONS LLC,MICROSPHERE MATERIAL SOLUTIONS LLC,05/28/2020,09/14/2023,"$1,529,350.00",Phase II,SBIR,18.1,https://legacy.www.sbir.gov/sbirsearch/detail/1927133
MICROSPHERE MATERIAL SOLUTIONS LLC,MICROSPHERE MATERIAL SOLUTIONS LLC,07/10/2018,10/21/2019,"$124,273.00",Phase I,SBIR,18.1,https://legacy.www.sbir.gov/sbirsearch/detail/1603697
"ION STORAGE SYSTEMS, INC.","ION STORAGE SYSTEMS, INC.",07/10/2023,07/09/2024,"$200,000.00",Phase I,SBIR,DE-FOA-0002903,https://legacy.www.sbir.gov/sbirsearch/detail/2476903
NEW INTEGRATION PHOTONICS,NEW INTEGRATION PHOTONICS,07/27/2023,09/02/2024,"$149,576.00",Phase I,STTR,STTR_23_P1,https://legacy.www.sbir.gov/sbirsearch/detail/2538449
NEW INTEGRATION PHOTONICS,NEW INTEGRATION PHOTONICS,08/02/2023,02/02/2024,"$148,913.00",Phase I,SBIR,SBIR_23_P1,https://legacy.www.sbir.gov/sbirsearch/detail/2539021
NEW INTEGRATION PHOTONICS,NEW INTEGRATION PHOTONICS,08/31/2020,03/01/2021,"$124,668.00",Phase I,SBIR,SBIR_20_P1,https://legacy.www.sbir.gov/sbirsearch/detail/1882093
PLASTICITY INC,PLASTICITY INC,01/07/2019,01/07/2020,"$49,918.00",Phase I,SBIR,18.2,https://legacy.www.sbir.gov/sbirsearch/detail/1852569
PLASTICITY INC,PLASTICITY INC,08/09/2019,03/06/2021,"$748,186.00",Phase II,SBIR,18.2,https://legacy.www.sbir.gov/sbirsearch/detail/1861337
PLASTICITY INC,PLASTICITY INC,06/15/2018,11/30/2018,"$224,679.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1522245
PLASTICITY INC,PLASTICITY INC,07/27/2018,09/27/2018,"$49,918.00",Phase I,SBIR,18.2,https://legacy.www.sbir.gov/sbirsearch/detail/1947325
"Bashpole Software, Inc.","Bashpole Software, Inc.",01/25/2016,01/31/2018,"$1,500,000.00",Phase II,SBIR,2009.1,https://legacy.www.sbir.gov/sbirsearch/detail/1250189
"Bashpole Software, Inc.","Bashpole Software, Inc.",09/28/2015,12/28/2017,"$1,461,858.00",Phase II,SBIR,2009.2,https://legacy.www.sbir.gov/sbirsearch/detail/983507
"Bashpole Software, Inc.","Bashpole Software, Inc.",09/14/2011,12/22/2013,"$1,125,000.00",Phase II,SBIR,2011.2,https://legacy.www.sbir.gov/sbirsearch/detail/383965
"Bashpole Software, Inc.","Bashpole Software, Inc.",01/27/2010,09/30/2010,"$98,897.00",Phase I,SBIR,2009.2,https://legacy.www.sbir.gov/sbirsearch/detail/4829
"Bashpole Software, Inc.","Bashpole Software, Inc.",09/20/2010,09/30/2013,"$1,240,000.00",Phase II,SBIR,2009.1,https://legacy.www.sbir.gov/sbirsearch/detail/4831
"Bashpole Software, Inc.","Bashpole Software, Inc.",08/06/2009,03/04/2010,"$98,999.00",Phase I,SBIR,2009.1,https://legacy.www.sbir.gov/sbirsearch/detail/173786
"Ambay Immune Sensors And Controls, LLC","Ambay Immune Sensors And Controls, LLC",,,"$399,997.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/1944391
"X-Wave Innovations, Inc.","X-Wave Innovations, Inc.",07/10/2023,07/09/2024,"$250,000.00",Phase I,SBIR,DE-FOA-0002903,https://legacy.www.sbir.gov/sbirsearch/detail/2475857
"X-Wave Innovations, Inc.","X-Wave Innovations, Inc.",08/28/2023,08/27/2025,"$1,150,000.00",Phase II,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2495429
"X-Wave Innovations, Inc.","X-Wave Innovations, Inc.",07/28/2023,09/02/2024,"$149,999.00",Phase I,STTR,STTR_23_P1,https://legacy.www.sbir.gov/sbirsearch/detail/2538409
"X-Wave Innovations, Inc.","X-Wave Innovations, Inc.",07/28/2023,02/02/2024,"$149,999.00",Phase I,SBIR,SBIR_23_P1,https://legacy.www.sbir.gov/sbirsearch/detail/2538761
"X-Wave Innovations, Inc.","X-Wave Innovations, Inc.",06/27/2023,12/18/2023,"$146,500.00",Phase I,STTR,23.A,https://legacy.www.sbir.gov/sbirsearch/detail/2565889
"X-Wave Innovations, Inc.","X-Wave Innovations, Inc.",06/22/2023,12/22/2023,"$140,000.00",Phase I,SBIR,23.1,https://legacy.www.sbir.gov/sbirsearch/detail/2566815
"X-Wave Innovations, Inc.","X-Wave Innovations, Inc.",06/06/2022,12/06/2022,"$139,992.00",Phase I,STTR,22.A,https://legacy.www.sbir.gov/sbirsearch/detail/2237595
"X-Wave Innovations, Inc.","X-Wave Innovations, Inc.",07/06/2022,08/25/2023,"$149,999.00",Phase I,STTR,STTR_22_P1,https://legacy.www.sbir.gov/sbirsearch/detail/2276173
"X-Wave Innovations, Inc.","X-Wave Innovations, Inc.",06/27/2022,06/26/2023,"$206,500.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2277735
"X-Wave Innovations, Inc.","X-Wave Innovations, Inc.",06/27/2022,06/26/2023,"$206,500.00",Phase I,SBIR,,https://legacy.www.sbir.gov/sbirsearch/detail/2277741
VIRTUAL APPRENTICE LLC,VIRTUAL APPRENTICE LLC,08/01/2022,07/31/2023,"$256,000.00",Phase I,SBIR,NSF 21-562,https://legacy.www.sbir.gov/sbirsearch/detail/2288937
"SEETRUE TECHNOLOGY, LLC","SEETRUE TECHNOLOGY, LLC",09/10/2023,09/09/2024,"$403,847.00",Phase I,STTR,PA22-178,https://legacy.www.sbir.gov/sbirsearch/detail/2503571
"SEETRUE TECHNOLOGY, LLC","SEETRUE TECHNOLOGY, LLC",03/01/2020,02/28/2021,"$225,000.00",Phase I,STTR,,https://legacy.www.sbir.gov/sbirsearch/detail/1708825
"SEETRUE TECHNOLOGY, LLC","SEETRUE TECHNOLOGY, LLC",03/01/2019,08/31/2020,"$148,517.00",Phase I,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1678595
Lasarrus Clinic and Research Center,Lasarrus Clinic and Research Center,12/15/2020,11/30/2021,"$256,000.00",Phase I,STTR,,https://legacy.www.sbir.gov/sbirsearch/detail/2087575
Lasarrus Clinic and Research Center,Lasarrus Clinic and Research Center,07/01/2019,06/30/2020,"$224,969.00",Phase I,STTR,,https://legacy.www.sbir.gov/sbirsearch/detail/1643015
